,dt,device_type,search_origin,search_destination,search_route,search_adult_count,search_child_count,search_cabin_class,search_type,search_departure_date,search_arrival_date,is_marked_as_eco_option,currency,amount,unit,operating_carrier,booking_type,latitude_deg_origin,longitude_deg_origin,iso_country_origin,iata_code_origin,latitude_deg_dest,longitude_deg_dest,iso_country_dest,iata_code_dest,distance_miles,CO2_emissions,CO2_emissions_per_passenger
445,2022-02-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-10-10 00:00:00,True,GBP,13800.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
445,2022-02-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-10-10 00:00:00,True,GBP,13800.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
446,2022-02-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-10-10 00:00:00,True,GBP,13800.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
446,2022-02-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-10-10 00:00:00,True,GBP,13800.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
447,2021-03-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2021-06-07 00:00:00,2021-08-07 00:00:00,False,GBP,5000.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
447,2021-03-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2021-06-07 00:00:00,2021-08-07 00:00:00,False,GBP,5000.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
448,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-24 00:00:00,2022-08-25 00:00:00,False,GBP,16600.0,CENTI,-32132,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
448,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-24 00:00:00,2022-08-25 00:00:00,False,GBP,16600.0,CENTI,-32132,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
449,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-27 00:00:00,2022-08-27 00:00:00,False,GBP,25600.0,CENTI,-32480,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
449,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-27 00:00:00,2022-08-27 00:00:00,False,GBP,25600.0,CENTI,-32480,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
450,2022-02-05,IOS,BHX,EDI,BHX-EDI,5.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,40700.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
450,2022-02-05,IOS,BHX,EDI,BHX-EDI,5.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,40700.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
451,2022-02-05,IOS,BHX,EDI,BHX-EDI,5.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,40700.0,CENTI,-32302,BOOK_WITH_SKYSCANNER,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
451,2022-02-05,IOS,BHX,EDI,BHX-EDI,5.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,40700.0,CENTI,-32302,BOOK_WITH_SKYSCANNER,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
452,2022-02-05,IOS,BHX,EDI,BHX-EDI,5.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,40700.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
452,2022-02-05,IOS,BHX,EDI,BHX-EDI,5.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,40700.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
453,2019-06-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2019-12-21 00:00:00,2019-12-28 00:00:00,False,GBP,19600.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
453,2019-06-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2019-12-21 00:00:00,2019-12-28 00:00:00,False,GBP,19600.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
454,2021-03-05,IOS,BHX,EDI,BHX-EDI,2.0,2.0,ECONOMY,return,2021-07-28 00:00:00,2021-07-31 00:00:00,False,GBP,22200.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
454,2021-03-05,IOS,BHX,EDI,BHX-EDI,2.0,2.0,ECONOMY,return,2021-07-28 00:00:00,2021-07-31 00:00:00,False,GBP,22200.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
455,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-07 00:00:00,2022-10-07 00:00:00,False,GBP,8400.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
455,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-07 00:00:00,2022-10-07 00:00:00,False,GBP,8400.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
456,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-07 00:00:00,2022-10-07 00:00:00,False,GBP,8400.0,CENTI,-32356,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
456,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-07 00:00:00,2022-10-07 00:00:00,False,GBP,8400.0,CENTI,-32356,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
457,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-29 00:00:00,2022-03-09 00:00:00,True,GBP,7200.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
457,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-29 00:00:00,2022-03-09 00:00:00,True,GBP,7200.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
458,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-29 00:00:00,2022-03-09 00:00:00,True,GBP,7200.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
458,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-29 00:00:00,2022-03-09 00:00:00,True,GBP,7200.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
459,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-29 00:00:00,2022-03-09 00:00:00,True,GBP,7200.0,CENTI,-32302,BOOK_WITH_SKYSCANNER,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
459,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-08-29 00:00:00,2022-03-09 00:00:00,True,GBP,7200.0,CENTI,-32302,BOOK_WITH_SKYSCANNER,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
460,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,6800.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
460,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,6800.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
461,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,6800.0,CENTI,-32302,BOOK_WITH_SKYSCANNER,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
461,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,6800.0,CENTI,-32302,BOOK_WITH_SKYSCANNER,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
462,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,6800.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
462,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,6800.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
463,2021-03-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2021-04-06 00:00:00,2021-06-06 00:00:00,False,GBP,20400.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
463,2021-03-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2021-04-06 00:00:00,2021-06-06 00:00:00,False,GBP,20400.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
464,2021-03-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2021-04-06 00:00:00,2021-06-06 00:00:00,False,GBP,20400.0,CENTI,-32356,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
464,2021-03-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2021-04-06 00:00:00,2021-06-06 00:00:00,False,GBP,20400.0,CENTI,-32356,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
465,2020-04-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2021-04-04 00:00:00,2021-06-04 00:00:00,False,GBP,5400.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
465,2020-04-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2021-04-04 00:00:00,2021-06-04 00:00:00,False,GBP,5400.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
466,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-06-06 00:00:00,2022-07-06 00:00:00,True,GBP,5300.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
466,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-06-06 00:00:00,2022-07-06 00:00:00,True,GBP,5300.0,CENTI,-32356,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
467,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-06-06 00:00:00,2022-07-06 00:00:00,True,GBP,5300.0,CENTI,-32356,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
467,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-06-06 00:00:00,2022-07-06 00:00:00,True,GBP,5300.0,CENTI,-32356,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
468,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,8000.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
468,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,8000.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
469,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,8000.0,CENTI,-32302,BOOK_WITH_SKYSCANNER,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
469,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,8000.0,CENTI,-32302,BOOK_WITH_SKYSCANNER,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
470,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,8000.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
470,2022-02-05,IOS,BHX,EDI,BHX-EDI,1.0,0.0,ECONOMY,return,2022-09-23 00:00:00,2022-09-25 00:00:00,True,GBP,8000.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
471,2022-02-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,13800.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
471,2022-02-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,13800.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
472,2022-02-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,13800.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
472,2022-02-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,13800.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
473,2022-02-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,13800.0,CENTI,-32302,BOOK_WITH_SKYSCANNER,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
473,2022-02-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2022-07-10 00:00:00,2022-09-10 00:00:00,True,GBP,13800.0,CENTI,-32302,BOOK_WITH_SKYSCANNER,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
474,2019-06-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2019-08-11 00:00:00,2019-10-11 00:00:00,False,GBP,22200.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
474,2019-06-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2019-08-11 00:00:00,2019-10-11 00:00:00,False,GBP,22200.0,CENTI,-32302,REDIRECT,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
475,2019-06-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2019-08-11 00:00:00,2019-10-11 00:00:00,False,GBP,22200.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2953.650517391722,15.965678472387687
475,2019-06-05,IOS,BHX,EDI,BHX-EDI,2.0,0.0,ECONOMY,return,2019-08-11 00:00:00,2019-10-11 00:00:00,False,GBP,22200.0,CENTI,-32302,DIRECT_BOOKING,52.4538993835,-1.74802994728,GB,BHX,55.950145,-3.372288,GB,EDI,250.3093658806544,2778.4339612752638,19.5664363470089
476,2022-02-05,IOS,MLA,EDI,MLA-EDI,1.0,0.0,ECONOMY,return,2022-05-26 00:00:00,2022-05-31 00:00:00,False,EUR,59100.0,CENTI,-32655,REDIRECT,35.857498,14.4775,MT,MLA,55.950145,-3.372288,GB,EDI,1621.370449942531,19132.171309321868,103.41714221255063
477,2022-02-05,IOS,MLA,EDI,MLA-EDI,1.0,0.0,ECONOMY,return,2022-05-26 00:00:00,2022-05-31 00:00:00,False,EUR,14000.0,CENTI,-32356,REDIRECT,35.857498,14.4775,MT,MLA,55.950145,-3.372288,GB,EDI,1621.370449942531,19132.171309321868,103.41714221255063
478,2022-02-05,IOS,MLA,EDI,MLA-EDI,2.0,0.0,ECONOMY,return,2022-05-26 00:00:00,2022-05-31 00:00:00,True,EUR,30000.0,CENTI,-30823,REDIRECT,35.857498,14.4775,MT,MLA,55.950145,-3.372288,GB,EDI,1621.370449942531,19132.171309321868,103.41714221255063
479,2022-02-05,IOS,MLA,EDI,MLA-EDI,2.0,0.0,ECONOMY,return,2022-05-26 00:00:00,2022-05-31 00:00:00,False,EUR,133500.0,CENTI,-32756,REDIRECT,35.857498,14.4775,MT,MLA,55.950145,-3.372288,GB,EDI,1621.370449942531,19132.171309321868,103.41714221255063
480,2022-02-05,IOS,MLA,EDI,MLA-EDI,2.0,0.0,ECONOMY,return,2022-05-26 00:00:00,2022-05-31 00:00:00,False,EUR,113900.0,CENTI,-32655,REDIRECT,35.857498,14.4775,MT,MLA,55.950145,-3.372288,GB,EDI,1621.370449942531,19132.171309321868,103.41714221255063
481,2020-04-05,IOS,BCN,EDI,BCN-EDI,1.0,0.0,ECONOMY,oneway,2020-06-05 00:00:00,,False,GBP,13200.0,CENTI,-32480,REDIRECT,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
482,2022-02-05,IOS,BCN,EDI,BCN-EDI,1.0,0.0,ECONOMY,oneway,2022-05-06 00:00:00,,False,GBP,17200.0,CENTI,-31915,REDIRECT,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
483,2019-06-05,IOS,BCN,EDI,BCN-EDI,1.0,0.0,ECONOMY,return,2019-08-23 00:00:00,2019-08-28 00:00:00,False,EUR,16500.0,CENTI,-31915,REDIRECT,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
484,2020-04-05,IOS,BCN,EDI,BCN-EDI,1.0,0.0,ECONOMY,oneway,2020-06-05 00:00:00,,False,GBP,13700.0,CENTI,-32480,REDIRECT,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
485,2020-04-05,IOS,BCN,EDI,BCN-EDI,1.0,0.0,ECONOMY,oneway,2020-08-05 00:00:00,,False,GBP,13200.0,CENTI,-32480,REDIRECT,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
486,2022-02-05,IOS,BCN,EDI,BCN-EDI,2.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,True,GBP,11000.0,CENTI,-31915,REDIRECT,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
487,2022-02-05,IOS,BCN,EDI,BCN-EDI,2.0,0.0,ECONOMY,oneway,2022-02-05 00:00:00,,True,GBP,11000.0,CENTI,-31915,DIRECT_BOOKING,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
488,2020-04-05,IOS,BCN,EDI,BCN-EDI,1.0,0.0,ECONOMY,oneway,2020-05-15 00:00:00,,False,GBP,18500.0,CENTI,-30921,REDIRECT,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
489,2019-06-05,IOS,BCN,EDI,BCN-EDI,1.0,0.0,ECONOMY,oneway,2019-10-07 00:00:00,,False,USD,8900.0,CENTI,-31685,DIRECT_BOOKING,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
490,2019-06-05,IOS,BCN,EDI,BCN-EDI,1.0,0.0,ECONOMY,oneway,2019-10-07 00:00:00,,False,USD,8900.0,CENTI,-31685,REDIRECT,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
491,2022-02-05,IOS,BCN,EDI,BCN-EDI,1.0,0.0,ECONOMY,oneway,2022-05-29 00:00:00,,True,CNY,63400.0,CENTI,-31915,REDIRECT,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
492,2022-02-05,IOS,BCN,EDI,BCN-EDI,1.0,0.0,ECONOMY,oneway,2022-12-09 00:00:00,,True,GBP,6500.0,CENTI,-31915,REDIRECT,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
493,2020-04-05,IOS,BCN,EDI,BCN-EDI,1.0,0.0,ECONOMY,oneway,2020-05-13 00:00:00,,True,GBP,13200.0,CENTI,-32480,REDIRECT,41.2971,2.07846,ES,BCN,55.950145,-3.372288,GB,EDI,1041.7805334484094,12293.010294691232,66.44870429562827
494,2022-02-05,IOS,ICN,EDI,ICN-EDI,1.0,0.0,BUSINESS,return,2022-01-07 00:00:00,2022-09-07 00:00:00,False,KRW,575592100.0,CENTI,-32090,REDIRECT,37.46910095214844,126.45099639892578,KR,ICN,55.950145,-3.372288,GB,EDI,5342.586488188463,143715.57653226962,446.32166624928453
495,2019-06-05,IOS,ICN,EDI,ICN-EDI,1.0,0.0,ECONOMY,mutli_city,2019-06-09 00:00:00,2019-09-13 00:00:00,False,KRW,122749100.0,CENTI,-32348,REDIRECT,37.46910095214844,126.45099639892578,KR,ICN,55.950145,-3.372288,GB,EDI,5342.586488188463,143715.57653226962,446.32166624928453
496,2022-02-05,IOS,ICN,EDI,ICN-EDI,2.0,0.0,ECONOMY,mutli_city,2022-10-07 00:00:00,2022-07-28 00:00:00,False,KRW,389680000.0,CENTI,-32090,REDIRECT,37.46910095214844,126.45099639892578,KR,ICN,55.950145,-3.372288,GB,EDI,5342.586488188463,143715.57653226962,446.32166624928453
497,2022-02-05,IOS,ICN,EDI,ICN-EDI,1.0,0.0,ECONOMY,oneway,2022-04-05 00:00:00,,True,KRW,152931600.0,CENTI,-32558,REDIRECT,37.46910095214844,126.45099639892578,KR,ICN,55.950145,-3.372288,GB,EDI,5342.586488188463,143715.57653226962,446.32166624928453
